QuestionID,Question,,,
31629537,Just checking in to see how it is going with the car ,31631238,"still diagnosing. I will text you as soon as hear back from the shop. hopefully within another hour at the most, i hope :-)
--Margaret Kang -DCH Toyota of Torrance",1365
31628641,Please call me when you get a chance. I have a tire question......,Answer Unavailable,,
31627809,Hey Miguel this is James with the 2014 corolla. I was going to leave to downtown L.A. do u have a estimated time my Corolla might be done. And what is the latest time I can pick up my car ?,31631003,"Hello James, i am hoping to have an update on condition by midday, early afternoon. service is no problem, its just a minor but we are hoping to find out about your transmission concern by that time.thanks
--Miguel Ortiz -DCH Toyota of Torrance",2779
31609816,Thanks 🙏 at what time,31610017,"The text should already be on your phone. If you decide, call cashier and do credit card payment over phone. they are here until 7:00. I am off but you can text me at this number if you need me. I am happy to helpthank you again and happy holidays.
--Miguel Ortiz -DCH Toyota of Torrance",294
31609782,Do you know when someone can pick me up? thanks,Answer Unavailable,,
31608671,I will check my records when I get home to see if transmission has been serviced ,Answer Unavailable,,
31608595,Okay thank you. How long until I receive the text?,31609283,"Hello Vivian, if you have not received it and you want to send someone, i can have manager approved over the phone credit card charge and just have your grand kids show ID and sign on it it it helps.
--Miguel Ortiz -DCH Toyota of Torrance",780
31598861,What time will my car be ready?,31602296,"your Matrix is ready.. we are checking on your fluttering noise concern.. tech is almost done with diag (also there is a significant oil leak!) Would it be ok for me to call you back in 30 min with complete diag result?
--Margaret Kang -DCH Toyota of Torrance",1961
31595200,"Hello Miguel, do you know when our Sienna will be ready? -Leo",31598108,"Hello Leo, i just left you a message, car is done and ready. Monitor front timing chain cover, seeping but not urgent.see me when picking up pleasethank you and happy holidays !!
--Miguel Ortiz -DCH Toyota of Torrance",1438
31593025,Margaret how is the car doing ?,31594548,"we are done with oil service and safety inspection, but we are feeling the driveability concern you have mentioned. we are trying to diag as much as we can without tearing too much apart.. We'll need another 20-30 min to complete the current diag. Can we keep it for a bit longer?
--Margaret Kang -DCH Toyota of Torrance",703
31584577,Pls have the shuttle driver call when he/she arrives,31584876,"yes Albert
--Margaret Kang -DCH Toyota of Torrance",157
31581906,Will they call me when they arrive?,Answer Unavailable,,
31581523,"Hi, Coby! I got the issue resolved when I went in & got copy of certificate when I came in to DCH Toyota if Torrance. Thanks for following up when you heard the call recording of my difficulty.  I have new problem: passenger urinated in back seat of the Prius & I'm trying to clean. Used a Clorox remover but wanted to try pouring some Hydrogen Peroxide to try to get in the foam & break down residue. Are there any electronics in the rear seat cushion area I need to be aware of? Thanks, Lu",31594690,"No, there are no electronics.  You will be fine using cleaner that soaks in.  That's a real bummer!!! :-/",5908
31569866,What is the cost for everything excluding the trunk latch,31570237,"$805  (engine air $39 + fuel inj $229 + transmission $269 + batt $189 + minor service $79).
--Margaret Kang -DCH Toyota of Torrance",186
31561616,Hi Janet! Will they call when they're here?,31561801,"Someone already left to pick you guys up, so they will call you guys shortly.... sorry
--Janet Roman -DCH Toyota of Torrance",87
31558088,"Please let me know when they are inbound.
-Jason",31558171,"No problem the shuttle driver will call you once on their way.
--Chrissy Robertson -DCH Toyota of Torrance",41
31553859,"Margaret, I hope you had a good thanksgiving, but I noticed when I showed my aunt my car that the jack was missing from the back of my trunk, so someone took it out and forgot to put it back in, so I would b able to come over on Monday to pick it up",Answer Unavailable,,
31525853,I was wondering when I can come by to pick up the car today?,31525929,"The car is ready we will be here till 7pm, and will be closed tomorrow for the holiday.Thank You
--Kierra Harris -DCH Toyota of Torrance",166
31487246,Hi... do u know when our minivan will be ready? Thanks!,39815275,"Hi Joe, your vehicle is due for service. I am reaching out to schedule your complimentary Toyota Care Maintenance. What day and time works best for you to come in? Please reply with that information and I will confirm your appointment. I look forward to hearing from you!
--Diana Cota DCH Toyota of Torrance",8981736
31469313,"Hi Miguel, thank you for the update! Yes I've been hearing the hum noise. How much would it be to fix that? Just one bearing/hub? ",31471457,"Yes, it sounds like its the left front and parts and labor is about: $1100.00 plus tax. The part are only available on under special order and i can have it here late afternoon. If you decide to do it, you can hold on to rental until Friday in case we cannot complete on time for today.
--Miguel Ortiz -DCH Toyota of Torrance",817
31455781,Please have them call me at this number when they are on their way.,31456590,"OK Ken
--Margaret Kang -DCH Toyota of Torrance",294
31445778,Ok but how long to get the car,Answer Unavailable,,
31445635,How long does that take?,Answer Unavailable,,
31425842,Any idea when I might expect the shuttle?,Answer Unavailable,,
31420975,Thanks Chrissy. When will the truck be done?,31421324,"Hey I have Ryan's Number about another 30-40 minutes
--Chrissy Robertson -DCH Toyota of Torrance",257
31417301,Ok I'll just have the shuttle pick me up where he dropped me off then. 526 avenue a redondo beach. Can you go a head and put me on the list?,Answer Unavailable,,
31416105,Sorry just want to check that you got my last message of if you have an estimate for how much longer I've got before it's all done. ,31417026,"another 30 mins
--Margaret Kang -DCH Toyota of Torrance",466
31414206,Ok about how long do I have? I was going to walk to the bank then maybe a restaurant depending on how much longer I've got.,Answer Unavailable,,
31412734,Does the shuttle stop running at any point and can it pick me up from somewhere other than where it dropped me off?,31413818,"of course. Forward me the pick up address please
--Margaret Kang -DCH Toyota of Torrance",504
31412453,My names Brendon Lamers and I am wondering how my truck is doing and updates.,41983970,"Hello Brendon, your vehicle is due for service. What day and time works best for you to come in? Please reply with that information and I will confirm your appointment. Look forward to hearing from you!

--Diana Cota DCH Toyota of Torrance",10972073
31411564,"Margaret, I spoke with my wife....for now just do the 2 things we talked about. We may be contacting you in the near future about doing the steering shaft. Let me know when the car is ready. Thanks, Ken Henry",31412735,"ok Ken. I will call/text you at around9:30am tomorrow morning. Thank you. And sorry for the confusion earlier.
--Margaret Kang -DCH Toyota of Torrance",504
31410617,"When I'm here for my 25,000 mile inspection",31410660,"so said in December you will get it  done?
--Janet Roman -DCH Toyota of Torrance",16
31409202,Let me know when I can swing by to pick up the truck.,31410962,"when ever you ready sir, it was done at 12:00, see text below.you are good to gothank tou.at 12:00
--Miguel Ortiz -DCH Toyota of Torrance",712
31400203,What can we do,Answer Unavailable,,
31393318,How about know?,Answer Unavailable,,
31374436,What time will i be picked up?,Answer Unavailable,,
31305126,What time tomorrow?,31327676,"Sorry i was off yesterday, the eralier the better.
--Miguel Ortiz -DCH Toyota of Torrance",54518
31299647,Hi what is the status of my car?,Answer Unavailable,,
31294860,"Ok 
Can they call me when they get here?",31296680,"Of course !
--Chrissy Robertson -DCH Toyota of Torrance",749
31269644,Any estimate on when the car will be ready?,31270171,"Car is done, just need to get the antenna installed 
--Jocelin Monge -DCH Toyota of Torrance",147
31264048,"I do t appreciate the attitude. I was told it would be quick!! I have now been here for 1hr and 50 minutes.  You said 1100, then 1105. It is now 1111. Where is the service? Who is your manager? I would like a word please.",Answer Unavailable,,
31216365,"Chrisey, this is Madeleine  Clark do you still have those 245 R50/20 Bridgestone tires I would like to have them put on when I bring the car in for service at 10 AM Monday?",31394541,"Good News ! Your vehicle is ready.
--Chrissy Robertson -DCH Toyota of Torrance",189208
31205800,Ok. What time do close today?,31206263,"5PM.bBut if you want to come after 5pm, you can pay the invoice online via phone and can pick up till 9pm, if you want to come after 5pm
--Margaret Kang -DCH Toyota of Torrance",425
31204352,Thanks I'll look into fixing in the near future and I'll be there to get my truck in 10 min. What is the total?,31204562,Teresa your car is ready. To pay click http://kpay.us/en-us/PTTMY929RV View Invoice: http://kpay.us/d/PTTMY929RV  Thank You - Daniel DCH Toyota of Torrance,226
31199912,How is my truck? Is it done?,31202236,"Car just finished , ready for pick up , few concerns at this time such as your : Ball joints are leaking grease , Control arms bushings are cracked , as well as Water pump and timing belt as preventive maint.
--Daniel Poplar -DCH Toyota of Torrance",1784
31198805,That's fine. Let me know when ready.,Answer Unavailable,,
31198400, Why is total of everything done?,Answer Unavailable,,
31191367,Hi how long will those repairs take,Answer Unavailable,,
31178824,"Monday 11/14.  But  as I keep driving it, it still makes the same noises. 
What should I do?",Answer Unavailable,,
31151204,"Jose, do you know how much longer the car service will be?",31152909,"let me check on it.....
--Jose Hernandez -DCH Toyota of Torrance",801
31148482,"How do I know when the ride is here?
Thanks.",31148606,"They will call you as soon as they are on the way 
--Chrissy Robertson -DCH Toyota of Torrance",25
31148482,"How do I know when the ride is here?
Thanks.",31148606,"They will call you as soon as they are on the way 
--Chrissy Robertson -DCH Toyota of Torrance",25
31141696,Let me know when is coming the driver,31141803,"OK JOSE FOR SURE I PUT YOU ON THE LIST THEY WILL CALL ONCE ON THEIR WAY
--Chrissy Robertson -DCH Toyota of Torrance",42
31137344,Thank you- will they call me when they're on their way?,31137429,"Yes 
--Jose Hernandez -DCH Toyota of Torrance",36
31106120,How about Tuesday.,31107139,"set for tuesday
--Miguel Ortiz -DCH Toyota of Torrance",433
31097984, I am curious to know why my car is still sitting in the same spot and hasn't moved.,Answer Unavailable,,
31081078,How long is the install. Maybe Saturday or next week.,31104871,"need it for a couple of hours, let me know next week what day, i am off on Monday but i can schedule after that
--Miguel Ortiz -DCH Toyota of Torrance",9452
31061123,"I spoke with Alisa  they did the full oil change it wasn't time it still had 4500 miles to go before it needed the full oil change I'm not sure what went wrong  : (
Can you please help I'm being billed for a full oil change that wasn't needed so soon : (
Please let me know what to do sorry for the confusion please help",Answer Unavailable,,
31060308,"Ok Thank you for the coupon : )
I wanted to know how much money I needed to bring with me cause I'm at work with limited funds : (",Answer Unavailable,,
31043418,Do you know when I will be picked up?,31045190,"The shuttle is a little busy as soon as one of the drivers come back they will call usually takes about 30-45 min
--Chrissy Robertson -DCH Toyota of Torrance",766
31039857,"$1773.95 - accepted. 

Any ETA on when I can pick up my car tomorrow?",31039929,"No loaner needed? If you can leave the vehicle overnight, your vehicle will be ready by 1pm tomorrow.
--Margaret Kang -DCH Toyota of Torrance",35
31039305,What’s the damage?,31041074,"I'm sending the invoice to you right now but it sless that cost plus 10 I got it down to $36.52
--Chrissy Robertson -DCH Toyota of Torrance",643
31031116,So they actually did the maintenance service correct? Do you know why the light came on? The triangle light?,31032593,"Not yet my lady once I get the paperwork I will find out  why I know that it is not a concern, they would have put it in recommendations but the service is done just working on recall
--Chrissy Robertson -DCH Toyota of Torrance",474
31027950,When will my car be ready to be picked up?,31028968,"Yes the car is ready just waiting on one of porters to be available to put gas
--Chrissy Robertson -DCH Toyota of Torrance",362
31025316,How much would the fin be cost plus 10?,31026567,"ok I will give you an estimate sheet
--Chrissy Robertson -DCH Toyota of Torrance",446
31016739,When is the soonest I can come?,31016783,"in 15 min!
--Margaret Kang -DCH Toyota of Torrance",21
30990892,@ how much? I should just do it myself and save $$😉,Answer Unavailable,,
30990276,Wiper blades. I'm in need of wipers. That's what I forgot. Do you also test the battery?,30990669,"yes of course! :-) Text STOP for NO text.
--Margaret Kang -DCH Toyota of Torrance",193
30952675,I gotchu when I get home 👌🏾,30954746,"Thank you :)
--Jocelin Monge -DCH Toyota of Torrance",1311
30947342,If you didn't move forward go ahead. Let me know when you want me in for the install.,31075762,"Good morning Russell its Miguel at Torrance Toyota. We have received the alarm for tundra, what is your schedule like so i can check with installer.thank you
--Miguel Ortiz -DCH Toyota of Torrance",144316
30928664,Ok. Go ahead with the replacement and let me know when it's ready.,30932164,"Okay I will send you a text as soon as its ready
--Jocelin Monge -DCH Toyota of Torrance",1268
30851331,Sure.  That will work.  I'll have my son Samuel bring the credit card to pay when he picks up.  How late is your dept.  open?  Thanks,30851643,"7pm.. What's Sam's# so I can text/call him when it's all done?
--Margaret Kang -DCH Toyota of Torrance",196
30851331,Sure.  That will work.  I'll have my son Samuel bring the credit card to pay when he picks up.  How late is your dept.  open?  Thanks,30851643,"7pm.. What's Sam's# so I can text/call him when it's all done?
--Margaret Kang -DCH Toyota of Torrance",196
30850365,How's it looking with my car? What time do you guys close? ,30851572,"going well, we are looking around 5:00, we close until 7pmi will send you a text when it is almost done.thank you. I will also get you condition report on inspection. Briefly, belts have small cracks, power steering hose/line to reservoir leaking power steering fluid, engine air filter is dirty. I will provide full report and quotes for you in case you are interested.thank you
--Miguel Ortiz -DCH Toyota of Torrance",660
30835239,Do you know when he will be here?,30835795,"let me check on it
--Jose Hernandez -DCH Toyota of Torrance",205
30831668,Thanks.  About how long?,30832139,"2HR MAX
--Margaret Kang -DCH Toyota of Torrance",215
30823779,Ok I'll let you know when I pick up my car. Thank you. ,Answer Unavailable,,
30812005,But trying to understand  how that affects the wheels - slip,30812559,"it may feel that way possbly from insufficient/incorrect amount of air going into the engine..since the sensor is not reading the amount of needed air properly due to dead sensor.
--Margaret Kang -DCH Toyota of Torrance",225
30802702,"Hi Miguel. This is Jasmin the owner of the white Camry. I forgot to mention, the visors are broken especially the passenger side ones. How much would it be to replace them? ",30804123,"No problem, i will look up that information for you.thank you 
--Miguel Ortiz -DCH Toyota of Torrance",555
30797694,Which day is better?  Friday?,30798605,"THU would be better for us get Toyota involved. Let me know
--Margaret Kang -DCH Toyota of Torrance",348
30788216,Great! What is total? My husband will come by and pay today and then I will pick up tomorrow early evening,30790460,"let me have his cell# I will send him the invoice and he can pay over the phone (without coming down) :-)
--Margaret Kang -DCH Toyota of Torrance",839
30761036,What belt are you talking about. The timing belt?,Answer Unavailable,,
30760620,How much would it be for the water pump with belt?,30760777,"parts and labor for water pump, coolant and drive belt:$1043.00 pl,us tax minus 10% off if approved, $939.00 plus taxi am off already but can continue to text if needed.thank you
--Miguel Ortiz -DCH Toyota of Torrance",239
30758892,Thank you. Can I pick it up now? How late are you open?,30758951,"we are here till 7pm and the car is ready for pickup
--Jose Hernandez -DCH Toyota of Torrance",41
30758752,"Ugh.  Ugh ugh.  😝  okay. Do what you need to do.  Thanks Jose!
Kathleen",48806571,"Hello Kathleen, your vehicle is due for service. What day and time works best for you to come in? Please reply with that information and I will confirm your appointment. Look forward to hearing from you!
 Text STOP for NO text.
--Diana Cota DCH Toyota of Torrance",17772916
30749020,What is taking so long,30749407,"02 sensor will be here tomorrow morning and we have to run one more test when the car is cold. do we need a loaner car?
--Jose Hernandez -DCH Toyota of Torrance",227
30739447,Checking in. When will it be ready?  Thanks.,30740922,"Mr. Hart the car will be ready in 10 minutes technicians are recommending fuel system service to clean up the carbon build up out the throttle body the service is $249 would you like us to complete this service for you or perhaps reschedule it for another day?
--Chrissy Robertson -DCH Toyota of Torrance",554
30720860,Either or. Say when. Just want to be sure I'm in and our first.,30730339,"Yes Sir 7am  it is.
--Chrissy Robertson -DCH Toyota of Torrance",3923
30720445,"How are we doing time wise? I was hoping to get car by 1230 or so? Thanks, Perry",30721289,"Mr Yeomans your car is ready for pickup
--Jose Hernandez -DCH Toyota of Torrance",353
30708148,Thank you! What time are you open until today?,30708226,"we are here till 7pm
--Jose Hernandez -DCH Toyota of Torrance",37
30707370,"Jocelyn, the corolla has 6284 miles how come it's not getting an oil change?",30708480,"Hi Mrs.Lomas,Oil changes happen every 10,000 miles , the first service on a synthetic car is a tire rotation, fluids a replenished, filters are checked and we run an inspection on the vehicle.  We do check the oil regardless and make sure it will be good until your next service.
--Jocelin Monge -DCH Toyota of Torrance",536
30701663,"Give me a call,when u get a chance. Thanks bro",Answer Unavailable,,
30685429,"Thank you for the text. How long will it take for my car to be fixed? Also, I need a loaner car. Is that something you can help me out with, or do I need to contact someone else?",30685733," the car is currently being worked on. we have no loaners at this time. i will start working on the loaner right now.
--Jose Hernandez -DCH Toyota of Torrance",191
30669278,What time are you open until?,Answer Unavailable,,
30667570,"Great!!!!
What time do u close today??",30667634,"5pm
--Coby Turner -DCH Toyota of Torrance",130
30660659,Are you working today? How late does your shuttle run,Answer Unavailable,,
30657642,"Okay, thank you. Please let me know what she says ",31762763,"Good morning Cynthia your radio has arrived. Please let me know when you want to come in
--Jose Hernandez -DCH Toyota of Torrance",1450224
30652479,I'll pay when I cone in,52171626,"Hello Pam, your vehicle is due for service. What day and time works best for you to come in? Please reply with that information and I will confirm your appointment. Look forward to hearing from you!
 Text STOP for NO text.
--Diana Cota DCH Toyota of Torrance",20914804
30652130,"Hi - I'm still waiting for explanation why after aligment service the car report is still showing ""off"" red numbers in front left wheel. I expected to get msg yesterday.",30778203,"I am so sorry for the delay. I was not able to find a foreman Fri night and Ive been out since then. I still have the photo of your alignment before/after print out. I will ask first thing when I see the shop foreman today. Thanks!!
--Margaret Kang -DCH Toyota of Torrance",244850
30643844,When can we expect the car to be ready for pickup?,Answer Unavailable,,
30641619,Hi Jose. What is the front strut? And is it necessary for both sides?,Answer Unavailable,,
30624688, Can I pickup now? What time is the cashier open till?,Answer Unavailable,,
30622281,Yes I can drive in soon.  How long do I have?,30622697,"till 7pm :-)
--Margaret Kang -DCH Toyota of Torrance",474
30621255,Can I ask one more thing? If I was to get just #1 done and wait until I get more money to do #2 and #3 then what kind of damage am I looking at if I just drive it around town?,30621925,"you can hold off on brakes (#2) for a bit longer.. but the tire (#3) should get replaced asap.. i don't want you to get a blow out.
--Margaret Kang -DCH Toyota of Torrance",617
30615706,What will be the cost?,30616746,"$0
--Margaret Kang -DCH Toyota of Torrance",638
30614432,"Thx
Can u pls tell me what is being repaired?",Answer Unavailable,,
30613269,I see. Which part is being repaired?,Answer Unavailable,,
30611788,I thought that's what I brought the car to do - remove the dash. That's what was discussed last time. To bring the car in the morning and have the dash removed.,30612553,"We did remove the dash but parts had to be order to finish the repairs
--Jose Hernandez -DCH Toyota of Torrance",412
30609619,Hi was wondering if you have an updated estimate on when the car will be done -Elena Kurokawa,30611594,"Mrs. Kurokawa the tech test drove the car did hear a  noise on the dash and Toyota want us to remove the dash board to perform the repairs. we need to set an appointment to perform the repairs. as far as the engine noise it is normal and the seat belt trim has been repaired.. the car is ready for pickup
--Jose Hernandez -DCH Toyota of Torrance",924
30607714,"Hello Jocelin, 

What time are you closing today?

Hector",30611332,"We close at 3:00pm
--Jocelin Monge -DCH Toyota of Torrance",1653
30604316,Sweet! Will you lmk when it's back at Saatchi please?,Answer Unavailable,,
30604247,"Shuttle service notified.  Margaret, can you do me a favor and check the last time I had the battery replace on the Matrix.  I think I had that replaced at South Bay Toyota when Sean was still there....and I think it was less than 7 years ago...might it still be under warranty?",30604930,"OMG!!! I can prorate this warranty.. and your portion will be $64.50! I am so sorry I should have checked first. Do you want me to replace it for you before you get here?
--Margaret Kang -DCH Toyota of Torrance",267
30603448,What is the cost?,30603906,"estimate will be 845.00
--Jose Hernandez -DCH Toyota of Torrance",212
30600260,Look what I found!,30601321,"of course! Come on over :-)
--Margaret Kang -DCH Toyota of Torrance",404
30599517,Ok great. I'm on my way. Can I get a hard copy of that when I pick up the car please?,Answer Unavailable,,
30598785,Hi Jose do you know how the service is going for 2003 Sequoia for customer Sover?  Thanks,30601371,"Mr. Sover your tech is done with the truck. i did send your a text a few hours ago. the tech did recommend to have the front brakes replace and the rear shocks are we going to wait on those items?
--Jose Hernandez -DCH Toyota of Torrance",989
30597421,You can take care of items #1 And #3.  Do you know when the car will be ready or if I can get a loaner?,30598916,"It will take about 3 hours to complete. If you still want a loaner, we can pick you up and put you in a vehicle at no charge. Let me know :-)
--Margaret Kang -DCH Toyota of Torrance",487
30596576,Hi Margaret.  Which ones are of utmost concern.  We can't  take care of them all today,30597363,"Hybrid battery cooling fan service! Only because the damage is too $$$ (over $4000!)  if the hybrid battery overheats up and cause internal damage due to not enough air blowing to it.
--Margaret Kang -DCH Toyota of Torrance",283
30595385,Thanks Daniel. What was the final total by chance. I'll be by in a couple of hours.,30597050,"Total came out to $918.36 with tax.
--Daniel Poplar -DCH Toyota of Torrance",591
30585269,"Hi Margaret
When you have a moment, please call so I know my risks for driving the vehicle.  If possible, please check the history on my repairs for the transmission leak.  I may end up doing nothing in the short term.
Thanks
Devin",30620551,"It will be ready in about 20 min. Tech is leaving for final road test. Will you be able to make it tonight?
--Margaret Kang -DCH Toyota of Torrance",15562
30582491,"Hey Jose, do you have an ETA on when my car will be ready?",30584062,"let me check on it and will let you know
--Jose Hernandez -DCH Toyota of Torrance",525
30578491,What is the status?,30580909,"Let me go check with your tech
--Jose Hernandez -DCH Toyota of Torrance",883
30574869,What is the wiper price #3,30575631,"Sorry missed that one. all three wipers $39
--Margaret Kang -DCH Toyota of Torrance",261
30571162,How much do I owe,30571583,"no charge
--Jose Hernandez -DCH Toyota of Torrance",126
30565878,Hi Chrissy-will I be notified when the shuttle is on the way?,30567101,"YES YOU WILL I JUST SPOKE WITH HEAD OF SHUTTLE SHE SAID IT WOULD BE A WHOLE BUT YOUR ON THE LIST 
--Chrissy Robertson -DCH Toyota of Torrance",462
30517341,Ok thanks. About what time on Friday?,30517421,"Earlier/ We are done tonight, just need to air out the ozium smell all night. Would 9-10 be ok for you?
--Margaret Kang -DCH Toyota of Torrance",88
30510643, They said I can't what time will the truck be avaliable to pick up ,30510934,"then can you bring it back in tomorrow?? or can I put you into a rental?
--Margaret Kang -DCH Toyota of Torrance",217
30506936,"OK, I'm ready to be picked up at El Camino College at the same area where the driver dropped me off this morning. In the parking structure off of Redondo Beach and Stadium Way",30507458,"i will notify cashier and they will call you with pick up information.in case it delays, direct line for shuttle is 310-626-9073thank you
--Miguel Ortiz -DCH Toyota of Torrance",246
30504962,Do they know how much my deductible is?,30505604,"yes, she repeated it back to me. 
--Miguel Ortiz -DCH Toyota of Torrance",273
30491800,Just got a call.  How much longer for the car? ,Answer Unavailable,,
30490103,When is the shuttle returning for me?  I asked 1pm but have not heard anything.,30491740,"they should be there shortly I will check on it 
--Jose Hernandez -DCH Toyota of Torrance",577
30485146,How long would the brakes take if I had them done today?,30485260,"brakes with resurface would be done around 2:00pm
--Miguel Ortiz -DCH Toyota of Torrance",45
30464177,What about the air filter and box? ,Answer Unavailable,,
30453680,I forgot to ask how long it would take today.,Answer Unavailable,,
30411754,Perfect. So I just come find you when I get there?,30412127,"yes Ann! :-)
--Margaret Kang -DCH Toyota of Torrance",164
30410909,"Thanks. I'm still waiting on the shuttle. If I pay online now, will a hard copy of the invoice be ready for me when I pick up the car?",30411636,"yes. And I will have the vheicle brought up to front and you will NOT need to see the cashier's :-)
--Margaret Kang -DCH Toyota of Torrance",375
30409604,How late can I pick up the car tonight?,30411114,"service closes at 7pm
--Marvin Cabrera -DCH Toyota of Torrance",739
30405625,Which is easier for you?  ,Answer Unavailable,,
30403812,"Thanks. It wasn't noted on the estimate but I wanted to confirm that tires were rotated and windshield wiper inserts were replaced as part of the 15k servicing?  Also, if the tires were rotated, where is the patched tire now?  Thank you!",30405239,"I will make sure to document it for you on your paperwork.
--Margaret Kang -DCH Toyota of Torrance",591
30368321,"Good morning, thx!! How much??",30368620,"hold on... let me work the paperwork. the van is still in shop  :-) just got too excited that it is almost done  lol
--Margaret Kang -DCH Toyota of Torrance",118
30361782,Great. Thank you. Just let me know what time I should drop my key off in the mail room here.,30362625,"we will be there around 10:30am
--Jose Hernandez -DCH Toyota of Torrance",330
30360670,How about Friday? I won't be in the office tomorrow.,30361323,"Friday will be fine i will set it up.
--Jose Hernandez -DCH Toyota of Torrance",261
30349720,How would the battery affect the steering? Isn't it a hydraulic steering system?,30352789,"this car has electrical power steering system. it needs to have a specific voltage to work correclty.
--Jose Hernandez -DCH Toyota of Torrance",1420
30347541,"Okay, what do we do if it happens again?",30347773,"the only recommendation the tech has is to have it towed in 
--Jose Hernandez -DCH Toyota of Torrance",117
30346608,OK so what do we do now?,30347380,"we can not recommend any repairs if the car is working as designed. there was no codes stored in the memory to give us a lead what might be the problem. 
--Jose Hernandez -DCH Toyota of Torrance",426
30332170,Left you a voicemail- my clock was not changed - would you call me and walk me through how to do it? Or text me directions. Thx,30505949,"omg! i just saw this text in archived file. Can you stop by tonight and we'll do it together?
--Margaret Kang -DCH Toyota of Torrance",160522
30326103,How late are you open?,30326529,"we are here till 7pm
--Jose Hernandez -DCH Toyota of Torrance",346
30322908,How necessary is changing all the injectors? We are trying to understand whether or not it is necessary to spend that kind of money at this time.,30411435,"Your injectors are here but we were unable to complete the repair/installation. Let's let it sleepover and will try to finish by tomorrow. IF you need another vehicle, please feel free to come in by 5:30-6pm to pick up a Complimentary rental from here. Thanks!
--Margaret Kang -DCH Toyota of Torrance",84270
30312575,I'm in Louisiana right now but so far so good when I drove it home it smoked a little but I'm assuming just a little oil spoiled,Answer Unavailable,,
30311271,Great. Thank you. Which part was it we were waiting on?,Answer Unavailable,,
30302335,Hi Jose. I'm trying to plan my afternoon. Any idea when the truck might be ready?,30310789,"Mr. McLoughlin i just spoke to your tech it will be ready at 3:45 
--Jose Hernandez -DCH Toyota of Torrance",3167
30301468,"Can I come in to get floor mats?
Also, when I'm using the USB iPod system, it sometimes just crashes and I can't fix it until I shutoff the car. How can I fix that?",Answer Unavailable,,
30301468,"Can I come in to get floor mats?
Also, when I'm using the USB iPod system, it sometimes just crashes and I can't fix it until I shutoff the car. How can I fix that?",Answer Unavailable,,
30301263,Wondering on how my truck is coming along. I am in the area now or can come back later.  Brian. ,30304768,"hello Brian, truck is almost done, technician stated remote does not work still after battery change, recommend to re-learn:$125.00, also, recommended engine and cabin filters, dirty:$99.95. let me know if you decide to add repairsthank youotherwise it will be done in 15-20 minutes
--Miguel Ortiz -DCH Toyota of Torrance",1404
30295721,Do you know approximately how much longer Chrissy?,30298103,"15 MIN THERE WASNT ANY AVAILIBLE RACKS I JUST WENT BACK THERE TO PERSONALLY PUT YOUR NEXT 
--Chrissy Robertson -DCH Toyota of Torrance",871
30294858,When will it be ready? ,30297464,"it will be ready tomorrow at 12pm-ish. but because it needs to stay overnight, i can get you a courtesy rental at no charge to you if you'd like. Let me know
--Margaret Kang -DCH Toyota of Torrance",989
30294213,What are your total price estimates?,30294510,"minor service $79 + eng air filter $39 + struts/align $1090 + Hybrid batt cooling system fan service $469 = $1677 for all needed service
--Margaret Kang -DCH Toyota of Torrance",136
30293445,Ok. Please replace. $190 for both labor and parts? How long will it take? Thanks.,30294286,"about an hour
--Margaret Kang -DCH Toyota of Torrance",327
30292387,Hey Jose when do you think my truck will be done?,30293039,"Truck will be ready in 15min
--Jose Hernandez -DCH Toyota of Torrance",248
30289223,Please do it for me. Then how long will it take?,Answer Unavailable,,
30283354,Then we will wait let me know when it's done.  You are the best 👍,Answer Unavailable,,
30280700,"Still waiting????Once you get it how long to finish? This is crazy.",30282296,"From: Margaret KangTo: Mark Heller [(818) 421-0472]Date: 11/04/2016 11:38AMDid you not receive below text on 11/4?Mark, I was just notified by our parts manager that your part(pad) is on backorder and eta is not till 11/10. So stay in rental, I will update you again when the part arrives. Thanks! --Margaret Kang -DCH Toyota of Torrance.Thank you for your patience, Mark. Thanks again.
--Margaret Kang -DCH Toyota of Torrance",637
30277892,"We get parts discount, and as far as labor, just let me know what I owe you!!! Thx",Answer Unavailable,,
30272927,How is my car doing? ,39468005,"Hello Ellen, your vehicle is due for service. What day and time works best for you to come in? Please reply with that information and I will confirm your appointment. Look forward to hearing from you!
--Branden Jones DCH Toyota of Torrance",9876377
30270263,"Hi Miguel,  How is my Prius service doing?  
L. Nishinaga",Answer Unavailable,,
30257060,How much would the rental cost? I can drop it off now?,30257404,"No I will cover you for a one day rental
--Chrissy Robertson -DCH Toyota of Torrance",161
30256584,Do you offer free rental? Hehhe. What time is the latest drop off that I can do?,30256699,"YES I can get you into a rental can you get here before 1pm?
--Chrissy Robertson -DCH Toyota of Torrance",55
30252959,"Good morning, Miguel - thank you. Do you know how long you will need to keep my car? Something came up and I will not be able to return the rental until Thursday afternoon - will that be a problem?",30253337,"sorry to hear that, i need to call service contract back and have them re-dispatch inspector. What time on Thursday?i also need to shuffle reservation because they cant hold that long. We may have to use enterprise because weekend does not give us too many choices on reservations.let me see what i can do
--Miguel Ortiz -DCH Toyota of Torrance",188
